10:28:00.761007	0.000000	0.000000	0.000000
10:28:01.491580	0.000000	0.000000	0.000000
10:28:01.494556	0.000000	0.000000	0.000000
10:28:01.549687	0.000000	0.000000	0.000000
10:28:01.585908	0.000000	0.000000	0.000000
10:28:01.611159	0.000000	-2.125000	2.562500
10:28:01.613169	0.000000	-2.125000	2.562500
10:28:01.697854	0.000000	-2.125000	2.562500
10:28:01.831106	0.000000	-2.125000	2.562500
10:28:01.965993	0.000000	-2.125000	2.562500
10:28:02.099659	0.000000	-2.125000	2.562500
10:28:02.234611	0.000000	-2.125000	2.562500
10:28:02.368955	0.000000	-2.125000	2.562500
10:28:02.502766	0.000000	-2.125000	2.562500
10:28:02.637706	0.000000	-2.125000	2.562500
10:28:02.771803	0.000000	-2.125000	2.562500
10:28:02.905221	0.000000	-2.125000	2.562500
10:28:03.040293	0.000000	-2.125000	2.562500
10:28:03.174099	0.000000	-2.125000	2.562500
10:28:03.308023	0.000000	-2.125000	2.562500
10:28:03.441957	0.000000	-2.125000	2.562500
10:28:03.577291	0.000000	-2.125000	2.562500
10:28:03.712210	0.000000	-2.125000	2.562500
10:28:03.845834	0.000000	-2.125000	2.562500
10:28:03.980719	0.000000	-2.125000	2.562500
10:28:04.114143	0.000000	-2.125000	2.562500
10:28:04.249098	0.000000	-2.125000	2.562500
10:28:04.383738	0.000000	-2.125000	2.562500
10:28:04.517702	0.000000	-2.125000	2.562500
10:28:04.652358	0.000000	-2.125000	2.562500
10:28:04.786469	0.000000	-2.125000	2.562500
10:28:04.920795	0.000000	-2.125000	2.562500
10:28:05.055725	0.000000	-2.125000	2.562500
10:28:05.190242	0.000000	-2.125000	2.562500
10:28:05.325463	0.000000	-2.125000	2.562500
10:28:05.458892	0.000000	-2.125000	2.562500
10:28:05.593813	0.000000	-2.125000	2.562500
10:28:05.727314	0.000000	-2.125000	2.562500
10:28:05.861267	0.000000	-2.125000	2.562500
10:28:05.998421	359.937500	-2.125000	2.562500
10:28:06.135789	359.250000	-2.125000	2.500000
10:28:06.271776	358.312500	-2.187500	2.500000
10:28:06.408365	357.562500	-2.187500	2.437500
10:28:06.546505	358.625000	-2.187500	2.500000
10:28:06.682287	359.625000	-2.187500	2.562500
10:28:06.817643	358.875000	-2.187500	2.562500
10:28:06.953577	358.875000	-2.250000	2.500000
10:28:07.090392	358.500000	-2.250000	2.562500
10:28:07.224992	4.437500	-2.000000	2.687500
10:28:07.359840	6.062500	-2.000000	3.250000
10:28:07.494501	5.437500	-2.937500	10.562500
10:28:07.629191	4.875000	-4.875000	17.812500
10:28:07.763856	2.750000	-1.062500	23.125000
10:28:07.899628	1.000000	-1.500000	27.000000
10:28:08.034658	0.062500	-4.437500	29.687500
10:28:08.171249	359.812500	-6.500000	31.000000
10:28:08.305912	0.062500	-7.187500	31.687500
10:28:08.444154	359.312500	-8.000000	31.437500
10:28:08.581543	358.812500	-8.875000	32.500000
10:28:08.719349	358.437500	-9.562500	33.937500
10:28:08.857204	358.312500	-9.875000	35.312500
10:28:08.995588	357.937500	-9.687500	35.687500
10:28:09.133080	357.250000	-8.750000	35.625000
10:28:09.271062	356.875000	-8.500000	35.750000
10:28:09.409218	356.125000	-7.687500	34.875000
10:28:09.547660	354.687500	-6.312500	30.062500
10:28:09.685195	353.937500	-4.750000	26.125000
10:28:09.823009	353.312500	-3.500000	23.687500
10:28:09.960563	354.187500	-1.250000	20.812500
10:28:10.099119	354.312500	-0.125000	19.312500
10:28:10.235906	354.250000	1.500000	16.250000
10:28:10.371618	354.187500	2.750000	12.687500
10:28:10.508291	353.875000	3.187500	9.000000
10:28:10.643022	353.625000	3.312500	7.875000
10:28:10.777429	353.437500	3.312500	7.812500
10:28:10.912602	353.375000	3.250000	7.937500
10:28:11.048371	353.312500	3.000000	8.500000
10:28:11.183063	353.312500	2.812500	9.062500
10:28:11.318661	353.062500	2.750000	9.250000
10:28:11.453518	353.062500	2.687500	9.500000
10:28:11.588203	353.000000	2.562500	9.687500
10:28:11.723315	352.937500	2.875000	8.937500
10:28:11.858509	353.062500	3.000000	8.125000
10:28:11.994557	352.937500	3.250000	7.437500
10:28:12.129322	352.875000	3.500000	6.500000
10:28:12.263998	352.812500	3.687500	6.125000
10:28:12.399754	352.812500	3.375000	7.125000
10:28:12.535524	352.750000	3.062500	8.187500
10:28:12.672557	353.000000	2.562500	10.375000
10:28:12.809169	353.187500	1.937500	12.562500
10:28:12.946573	353.250000	1.625000	13.562500
10:28:13.082728	353.250000	1.437500	14.625000
10:28:13.219039	353.312500	1.437500	14.937500
10:28:13.356931	353.375000	1.250000	16.000000
10:28:13.492465	353.375000	0.937500	16.875000
10:28:13.628164	353.500000	0.375000	18.312500
10:28:13.767126	353.500000	-0.375000	19.875000
